#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
297181:5848,20:20,06/20/17 08:51:24,STABLE BEAMS,6500,4408.639,4332.671,18.1,HFET
297181:5848,21:21,06/20/17 08:51:47,STABLE BEAMS,6500,4407.148,4342.466,18.1,HFET
297181:5848,22:22,06/20/17 08:52:11,STABLE BEAMS,6500,4405.715,4339.943,18.1,HFET
297181:5848,23:23,06/20/17 08:52:34,STABLE BEAMS,6500,4404.290,4342.652,18.1,HFET
297181:5848,24:24,06/20/17 08:52:57,STABLE BEAMS,6500,4402.506,4342.792,18.1,HFET
297181:5848,25:25,06/20/17 08:53:21,STABLE BEAMS,6500,4401.482,4339.837,18.1,HFET
297181:5848,26:26,06/20/17 08:53:44,STABLE BEAMS,6500,4400.277,4328.600,18.1,HFET
297181:5848,27:27,06/20/17 08:54:07,STABLE BEAMS,6500,4398.866,4271.649,18.1,HFET
297181:5848,28:28,06/20/17 08:54:31,STABLE BEAMS,6500,4394.158,4328.663,18.1,HFET
297181:5848,29:29,06/20/17 08:54:54,STABLE BEAMS,6500,4392.980,4335.598,18.1,HFET
297181:5848,30:30,06/20/17 08:55:17,STABLE BEAMS,6500,4394.610,4337.202,18.1,HFET
297181:5848,31:31,06/20/17 08:55:40,STABLE BEAMS,6500,4393.144,4335.655,18.1,HFET
297181:5848,32:32,06/20/17 08:56:04,STABLE BEAMS,6500,4389.953,4329.361,18.1,HFET
297181:5848,33:33,06/20/17 08:56:27,STABLE BEAMS,6500,4388.223,4335.831,18.1,HFET
297181:5848,34:34,06/20/17 08:56:50,STABLE BEAMS,6500,4386.513,4326.040,18.1,HFET
297181:5848,35:35,06/20/17 08:57:14,STABLE BEAMS,6500,4384.725,4330.554,18.1,HFET
297181:5848,36:36,06/20/17 08:57:37,STABLE BEAMS,6500,4382.519,4333.413,18.0,HFET
297181:5848,37:37,06/20/17 08:58:00,STABLE BEAMS,6500,3928.734,3831.631,16.2,HFET
297181:5848,38:38,06/20/17 08:58:24,STABLE BEAMS,6500,216.925,216.018,0.9,HFET
297181:5848,39:39,06/20/17 08:58:47,STABLE BEAMS,6500,2572.679,2551.955,10.6,HFET
297181:5848,40:40,06/20/17 08:59:10,STABLE BEAMS,6500,4034.900,3981.381,16.6,HFET
297181:5848,41:41,06/20/17 08:59:34,STABLE BEAMS,6500,1548.880,1538.265,6.4,HFET
297181:5848,42:42,06/20/17 08:59:57,STABLE BEAMS,6500,1285.360,1279.850,5.3,HFET
297181:5848,43:43,06/20/17 09:00:20,STABLE BEAMS,6500,961.408,955.876,4.0,HFET
297181:5848,44:44,06/20/17 09:00:44,STABLE BEAMS,6500,1975.264,1960.817,8.1,HFET
297181:5848,45:45,06/20/17 09:01:07,STABLE BEAMS,6500,4091.443,3990.460,16.8,HFET
297181:5848,46:46,06/20/17 09:01:30,STABLE BEAMS,6500,3005.703,2939.119,12.4,HFET
297181:5848,47:47,06/20/17 09:01:53,STABLE BEAMS,6500,552.893,550.400,2.3,HFET
297181:5848,48:48,06/20/17 09:02:17,STABLE BEAMS,6500,3753.116,3707.433,15.5,HFET
297181:5848,49:49,06/20/17 09:02:40,STABLE BEAMS,6500,4364.433,4311.473,18.0,HFET
297181:5848,50:50,06/20/17 09:03:03,STABLE BEAMS,6500,4362.796,4318.905,18.0,HFET
297181:5848,51:51,06/20/17 09:03:27,STABLE BEAMS,6500,4361.351,4276.301,18.0,HFET
297181:5848,52:52,06/20/17 09:03:50,STABLE BEAMS,6500,4359.530,4279.517,17.9,HFET
297181:5848,53:53,06/20/17 09:04:13,STABLE BEAMS,6500,4358.019,4310.433,17.9,HFET
297181:5848,54:54,06/20/17 09:04:37,STABLE BEAMS,6500,4356.223,4309.721,17.9,HFET
297181:5848,55:55,06/20/17 09:05:00,STABLE BEAMS,6500,4354.840,4308.172,17.9,HFET
297181:5848,56:56,06/20/17 09:05:23,STABLE BEAMS,6500,4353.139,2521.194,17.9,HFET
297181:5848,57:57,06/20/17 09:05:47,STABLE BEAMS,6500,4351.741,0.000,17.9,HFET
297181:5848,58:58,06/20/17 09:06:10,STABLE BEAMS,6500,4349.996,0.000,17.9,HFET
297181:5848,59:59,06/20/17 09:06:33,STABLE BEAMS,6500,4347.878,361.695,17.9,HFET
297181:5848,60:60,06/20/17 09:06:56,STABLE BEAMS,6500,4346.862,0.000,17.9,HFET
297181:5848,61:61,06/20/17 09:07:20,STABLE BEAMS,6500,4345.225,63.009,17.9,HFET
297181:5848,62:62,06/20/17 09:07:43,STABLE BEAMS,6500,4343.439,4306.168,17.9,HFET
297181:5848,63:63,06/20/17 09:08:06,STABLE BEAMS,6500,4341.594,4303.362,17.9,HFET
297181:5848,64:64,06/20/17 09:08:30,STABLE BEAMS,6500,4339.054,4297.706,17.9,HFET
297181:5848,65:65,06/20/17 09:08:53,STABLE BEAMS,6500,4337.489,4299.325,17.9,HFET
297181:5848,66:66,06/20/17 09:09:16,STABLE BEAMS,6500,4337.794,4299.546,17.9,HFET
297181:5848,67:67,06/20/17 09:09:40,STABLE BEAMS,6500,4335.404,4298.342,17.8,HFET
297181:5848,68:68,06/20/17 09:10:03,STABLE BEAMS,6500,4333.335,4291.193,17.8,HFET
297181:5848,69:69,06/20/17 09:10:26,STABLE BEAMS,6500,4331.588,4288.134,17.8,HFET
297181:5848,70:70,06/20/17 09:10:50,STABLE BEAMS,6500,4330.008,4271.818,17.8,HFET
297181:5848,71:71,06/20/17 09:11:13,STABLE BEAMS,6500,4328.635,4290.562,17.8,HFET
297181:5848,72:72,06/20/17 09:11:36,STABLE BEAMS,6500,4326.392,4289.450,17.8,HFET
297181:5848,73:73,06/20/17 09:12:00,STABLE BEAMS,6500,4325.403,4287.438,17.8,HFET
297181:5848,74:74,06/20/17 09:12:23,STABLE BEAMS,6500,4323.557,4285.569,17.8,HFET
297181:5848,75:75,06/20/17 09:12:46,STABLE BEAMS,6500,4322.338,4284.325,17.8,HFET
297181:5848,76:76,06/20/17 09:13:09,ADJUST,6500,4321.383,2891.150,17.8,HFET
297181:5848,77:0,06/20/17 09:13:33,ADJUST,6500,4304.817,0.000,17.7,HFET
297181:5848,78:0,06/20/17 09:13:56,ADJUST,6500,4259.365,0.000,17.5,HFET
297181:5848,79:0,06/20/17 09:14:19,ADJUST,6500,4247.829,0.000,17.5,HFET
297181:5848,80:0,06/20/17 09:14:43,ADJUST,6500,4239.695,0.000,17.5,HFET
297181:5848,81:0,06/20/17 09:15:08,ADJUST,6500,4234.907,0.000,17.4,HFET
297181:5848,82:0,06/20/17 09:15:32,ADJUST,6500,4227.343,0.000,17.4,HFET
297181:5848,83:0,06/20/17 09:15:55,ADJUST,6500,4211.056,0.000,17.3,HFET
297181:5848,84:0,06/20/17 09:16:18,ADJUST,6500,4172.995,0.000,17.2,HFET
297181:5848,85:0,06/20/17 09:16:42,ADJUST,6500,4157.806,0.000,17.1,HFET
297181:5848,86:0,06/20/17 09:17:05,ADJUST,6500,4149.166,0.000,17.1,HFET
297181:5848,87:0,06/20/17 09:17:26,ADJUST,6500,4145.870,0.000,17.1,HFET
297181:5848,88:0,06/20/17 09:17:49,ADJUST,6500,4143.839,0.000,17.1,HFET
297181:5848,89:0,06/20/17 09:18:13,ADJUST,6500,4142.333,0.000,17.1,HFET
297181:5848,90:0,06/20/17 09:18:36,ADJUST,6500,4140.164,0.000,17.0,HFET
297181:5848,91:0,06/20/17 09:18:59,ADJUST,6500,4139.214,0.000,17.0,HFET
297181:5848,92:0,06/20/17 09:19:23,ADJUST,6500,4136.991,0.000,17.0,HFET
297181:5848,93:0,06/20/17 09:19:46,ADJUST,6500,4135.508,0.000,17.0,HFET
297181:5848,94:0,06/20/17 09:20:09,ADJUST,6500,4134.007,0.000,17.0,HFET
297181:5848,95:0,06/20/17 09:20:32,ADJUST,6500,4132.550,0.000,17.0,HFET
#Summary:
#nfill,nrun,nls,ncms,totdelivered(hz/ub),totrecorded(hz/ub)
#1,1,95,76,387781.068,278969.582
