#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
297180:5848,41:41,06/20/17 08:05:27,STABLE BEAMS,6500,4597.783,4539.356,18.9,HFET
297180:5848,42:42,06/20/17 08:05:51,STABLE BEAMS,6500,4596.977,4543.935,18.9,HFET
297180:5848,43:43,06/20/17 08:06:14,STABLE BEAMS,6500,4599.570,4544.373,18.9,HFET
297180:5848,44:44,06/20/17 08:06:37,STABLE BEAMS,6500,4597.023,4538.695,18.9,HFET
297180:5848,45:45,06/20/17 08:07:00,STABLE BEAMS,6500,4594.728,4480.602,18.9,HFET
297180:5848,46:46,06/20/17 08:07:24,STABLE BEAMS,6500,4590.330,4536.276,18.9,HFET
297180:5848,47:47,06/20/17 08:07:47,STABLE BEAMS,6500,4589.819,4530.274,18.9,HFET
297180:5848,48:48,06/20/17 08:08:10,STABLE BEAMS,6500,4591.677,4537.616,18.9,HFET
297180:5848,49:49,06/20/17 08:08:34,STABLE BEAMS,6500,4591.126,4538.060,18.9,HFET
297180:5848,50:50,06/20/17 08:08:57,STABLE BEAMS,6500,4586.513,4466.837,18.9,HFET
297180:5848,51:51,06/20/17 08:09:20,STABLE BEAMS,6500,4584.369,4525.190,18.9,HFET
297180:5848,52:52,06/20/17 08:09:44,STABLE BEAMS,6500,4582.831,4470.251,18.9,HFET
297180:5848,53:53,06/20/17 08:10:07,STABLE BEAMS,6500,4581.406,4530.762,18.9,HFET
297180:5848,54:54,06/20/17 08:10:30,STABLE BEAMS,6500,4579.118,4529.628,18.9,HFET
297180:5848,55:55,06/20/17 08:10:54,STABLE BEAMS,6500,4577.713,4509.086,18.8,HFET
297180:5848,56:56,06/20/17 08:11:17,STABLE BEAMS,6500,4576.465,4523.847,18.8,HFET
297180:5848,57:57,06/20/17 08:11:40,STABLE BEAMS,6500,4575.099,4525.732,18.8,HFET
297180:5848,58:58,06/20/17 08:12:03,STABLE BEAMS,6500,4573.482,4520.854,18.8,HFET
297180:5848,59:59,06/20/17 08:12:27,STABLE BEAMS,6500,4571.629,4525.347,18.8,HFET
297180:5848,60:60,06/20/17 08:12:50,STABLE BEAMS,6500,4569.805,4519.348,18.8,HFET
297180:5848,61:61,06/20/17 08:13:13,STABLE BEAMS,6500,4567.794,4514.190,18.8,HFET
297180:5848,62:62,06/20/17 08:13:37,STABLE BEAMS,6500,4565.922,4520.666,18.8,HFET
297180:5848,63:63,06/20/17 08:14:00,STABLE BEAMS,6500,4564.846,4435.167,18.8,HFET
297180:5848,64:64,06/20/17 08:14:23,STABLE BEAMS,6500,4563.133,4483.391,18.8,HFET
297180:5848,65:65,06/20/17 08:14:47,STABLE BEAMS,6500,4561.301,4515.186,18.8,HFET
297180:5848,66:66,06/20/17 08:15:10,STABLE BEAMS,6500,4559.581,4512.501,18.8,HFET
297180:5848,67:67,06/20/17 08:15:33,STABLE BEAMS,6500,4557.724,4510.680,18.8,HFET
297180:5848,68:68,06/20/17 08:15:57,STABLE BEAMS,6500,4557.028,4509.977,18.8,HFET
297180:5848,69:69,06/20/17 08:16:20,STABLE BEAMS,6500,4555.654,4508.681,18.8,HFET
297180:5848,70:70,06/20/17 08:16:43,STABLE BEAMS,6500,4553.891,4461.643,18.7,HFET
297180:5848,71:71,06/20/17 08:17:06,STABLE BEAMS,6500,4552.290,4504.279,18.7,HFET
297180:5848,72:72,06/20/17 08:17:30,STABLE BEAMS,6500,4545.031,4501.425,18.7,HFET
297180:5848,73:73,06/20/17 08:17:53,STABLE BEAMS,6500,4553.098,4508.328,18.7,HFET
297180:5848,74:74,06/20/17 08:18:17,STABLE BEAMS,6500,4547.295,4505.688,18.7,HFET
297180:5848,75:75,06/20/17 08:18:40,STABLE BEAMS,6500,4544.592,4500.959,18.7,HFET
297180:5848,76:76,06/20/17 08:19:03,STABLE BEAMS,6500,4542.312,4494.609,18.7,HFET
297180:5848,77:77,06/20/17 08:19:26,STABLE BEAMS,6500,4540.624,4493.956,18.7,HFET
297180:5848,78:78,06/20/17 08:19:50,STABLE BEAMS,6500,4539.383,4430.250,18.7,HFET
297180:5848,79:79,06/20/17 08:20:13,STABLE BEAMS,6500,4537.175,4493.605,18.7,HFET
297180:5848,80:80,06/20/17 08:20:36,STABLE BEAMS,6500,4536.150,4491.608,18.7,HFET
297180:5848,81:81,06/20/17 08:21:00,STABLE BEAMS,6500,4533.413,4489.880,18.7,HFET
297180:5848,82:82,06/20/17 08:21:23,STABLE BEAMS,6500,4531.554,4484.845,18.7,HFET
297180:5848,83:83,06/20/17 08:21:46,STABLE BEAMS,6500,4529.890,4485.352,18.6,HFET
297180:5848,84:84,06/20/17 08:22:10,STABLE BEAMS,6500,4529.876,4423.062,18.6,HFET
297180:5848,85:85,06/20/17 08:22:33,STABLE BEAMS,6500,4527.850,4486.509,18.6,HFET
297180:5848,86:86,06/20/17 08:22:56,STABLE BEAMS,6500,4525.676,4482.209,18.6,HFET
297180:5848,87:87,06/20/17 08:23:20,STABLE BEAMS,6500,4523.273,4478.755,18.6,HFET
297180:5848,88:88,06/20/17 08:23:43,STABLE BEAMS,6500,4522.632,4481.241,18.6,HFET
297180:5848,89:89,06/20/17 08:24:06,STABLE BEAMS,6500,4521.319,4478.794,18.6,HFET
297180:5848,90:90,06/20/17 08:24:29,STABLE BEAMS,6500,4519.737,4472.206,18.6,HFET
297180:5848,91:91,06/20/17 08:24:53,STABLE BEAMS,6500,4518.046,4473.728,18.6,HFET
297180:5848,92:92,06/20/17 08:25:16,STABLE BEAMS,6500,4516.739,4471.449,18.6,HFET
297180:5848,93:93,06/20/17 08:25:39,STABLE BEAMS,6500,4514.788,4468.309,18.6,HFET
297180:5848,94:94,06/20/17 08:26:03,STABLE BEAMS,6500,4513.828,4472.614,18.6,HFET
297180:5848,95:95,06/20/17 08:26:26,STABLE BEAMS,6500,4511.510,4469.278,18.6,HFET
297180:5848,96:96,06/20/17 08:26:49,STABLE BEAMS,6500,4510.585,4463.185,18.6,HFET
297180:5848,97:97,06/20/17 08:27:13,STABLE BEAMS,6500,4502.994,4436.832,18.5,HFET
297180:5848,98:98,06/20/17 08:27:36,STABLE BEAMS,6500,4506.233,4463.064,18.6,HFET
297180:5848,99:99,06/20/17 08:27:59,STABLE BEAMS,6500,4504.565,4462.651,18.5,HFET
297180:5848,100:100,06/20/17 08:28:23,STABLE BEAMS,6500,4503.209,4459.239,18.5,HFET
297180:5848,101:101,06/20/17 08:28:46,STABLE BEAMS,6500,4501.720,4441.035,18.5,HFET
297180:5848,102:102,06/20/17 08:29:09,STABLE BEAMS,6500,4500.403,4457.414,18.5,HFET
297180:5848,103:103,06/20/17 08:29:33,STABLE BEAMS,6500,4498.870,4389.851,18.5,HFET
297180:5848,104:104,06/20/17 08:29:56,STABLE BEAMS,6500,4497.628,4453.604,18.5,HFET
297180:5848,105:105,06/20/17 08:30:19,STABLE BEAMS,6500,4496.450,4449.323,18.5,HFET
297180:5848,106:106,06/20/17 08:30:42,STABLE BEAMS,6500,4494.211,4452.311,18.5,HFET
297180:5848,107:107,06/20/17 08:31:06,STABLE BEAMS,6500,4492.656,4446.863,18.5,HFET
297180:5848,108:108,06/20/17 08:31:29,STABLE BEAMS,6500,4491.277,4381.642,18.5,HFET
297180:5848,109:109,06/20/17 08:31:52,STABLE BEAMS,6500,4489.938,4447.275,18.5,HFET
297180:5848,110:110,06/20/17 08:32:16,STABLE BEAMS,6500,4487.989,4445.274,18.5,HFET
297180:5848,111:111,06/20/17 08:32:39,STABLE BEAMS,6500,4485.939,4443.323,18.5,HFET
297180:5848,112:112,06/20/17 08:33:02,STABLE BEAMS,6500,4484.685,4439.935,18.5,HFET
297180:5848,113:113,06/20/17 08:33:26,STABLE BEAMS,6500,4483.052,4437.259,18.5,HFET
297180:5848,114:114,06/20/17 08:33:49,STABLE BEAMS,6500,4481.337,4431.302,18.4,HFET
297180:5848,115:115,06/20/17 08:34:12,STABLE BEAMS,6500,4479.635,4438.194,18.4,HFET
297180:5848,116:116,06/20/17 08:34:36,STABLE BEAMS,6500,4478.010,4435.440,18.4,HFET
297180:5848,117:117,06/20/17 08:34:59,STABLE BEAMS,6500,4476.111,4431.589,18.4,HFET
297180:5848,118:118,06/20/17 08:35:22,STABLE BEAMS,6500,4475.244,4430.702,18.4,HFET
297180:5848,119:119,06/20/17 08:35:45,STABLE BEAMS,6500,4473.334,4431.972,18.4,HFET
297180:5848,120:120,06/20/17 08:36:09,STABLE BEAMS,6500,4470.875,4431.539,18.4,HFET
297180:5848,121:121,06/20/17 08:36:32,STABLE BEAMS,6500,4468.689,4416.694,18.4,HFET
297180:5848,122:122,06/20/17 08:36:55,STABLE BEAMS,6500,4467.558,4424.185,18.4,HFET
297180:5848,123:123,06/20/17 08:37:19,STABLE BEAMS,6500,4465.878,4419.391,18.4,HFET
297180:5848,124:124,06/20/17 08:37:42,STABLE BEAMS,6500,4464.423,4423.137,18.4,HFET
297180:5848,125:125,06/20/17 08:38:05,STABLE BEAMS,6500,4462.566,4357.940,18.4,HFET
297180:5848,126:126,06/20/17 08:38:29,STABLE BEAMS,6500,4460.730,4412.270,18.4,HFET
297180:5848,127:127,06/20/17 08:38:52,STABLE BEAMS,6500,4459.313,4408.734,18.4,HFET
297180:5848,128:128,06/20/17 08:39:15,STABLE BEAMS,6500,4457.982,4417.831,18.4,HFET
297180:5848,129:129,06/20/17 08:39:39,STABLE BEAMS,6500,4456.061,6.796,18.3,HFET
297180:5848,130:0,06/20/17 08:40:02,STABLE BEAMS,6500,4454.890,0.000,18.3,HFET
297180:5848,131:0,06/20/17 08:40:25,STABLE BEAMS,6500,4453.205,0.000,18.3,HFET
297180:5848,132:0,06/20/17 08:40:49,STABLE BEAMS,6500,4452.067,0.000,18.3,HFET
297180:5848,133:0,06/20/17 08:41:12,STABLE BEAMS,6500,4450.496,0.000,18.3,HFET
297180:5848,134:0,06/20/17 08:41:35,STABLE BEAMS,6500,4448.767,0.000,18.3,HFET
297180:5848,135:0,06/20/17 08:41:58,STABLE BEAMS,6500,4447.355,0.000,18.3,HFET
297180:5848,136:0,06/20/17 08:42:22,STABLE BEAMS,6500,4445.703,0.000,18.3,HFET
297180:5848,137:0,06/20/17 08:42:45,STABLE BEAMS,6500,4444.548,0.000,18.3,HFET
297180:5848,138:0,06/20/17 08:43:08,STABLE BEAMS,6500,4442.518,0.000,18.3,HFET
297180:5848,139:0,06/20/17 08:43:32,STABLE BEAMS,6500,4441.561,0.000,18.3,HFET
297180:5848,140:0,06/20/17 08:43:55,STABLE BEAMS,6500,4440.478,0.000,18.3,HFET
#Summary:
#nfill,nrun,nls,ncms,totdelivered(hz/ub),totrecorded(hz/ub)
#1,1,140,129,637412.403,575248.953
