#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
302634:6191,98:98,09/12/17 01:45:38,STABLE BEAMS,6500,10307.990,9991.933,38.4,HFET
302634:6191,99:99,09/12/17 01:46:01,STABLE BEAMS,6500,10302.275,9843.276,38.4,HFET
302634:6191,100:100,09/12/17 01:46:24,STABLE BEAMS,6500,10294.624,8259.955,38.4,HFET
302634:6191,101:101,09/12/17 01:46:47,STABLE BEAMS,6500,10289.508,9974.515,38.3,HFET
302634:6191,102:102,09/12/17 01:47:11,STABLE BEAMS,6500,10278.942,9965.038,38.3,HFET
302634:6191,103:103,09/12/17 01:47:34,STABLE BEAMS,6500,10274.136,9961.017,38.3,HFET
302634:6191,104:104,09/12/17 01:47:57,STABLE BEAMS,6500,10267.400,9813.342,38.3,HFET
302634:6191,105:105,09/12/17 01:48:21,STABLE BEAMS,6500,10261.031,9934.950,38.2,HFET
302634:6191,106:106,09/12/17 01:48:44,STABLE BEAMS,6500,10227.148,9917.947,38.1,HFET
302634:6191,107:107,09/12/17 01:49:07,STABLE BEAMS,6500,10247.238,9936.553,38.2,HFET
302634:6191,108:108,09/12/17 01:49:31,STABLE BEAMS,6500,10238.788,9928.101,38.2,HFET
302634:6191,109:109,09/12/17 01:49:54,STABLE BEAMS,6500,10216.845,9907.100,38.1,HFET
302634:6191,110:110,09/12/17 01:50:17,STABLE BEAMS,6500,10215.306,9890.742,38.1,HFET
302634:6191,111:111,09/12/17 01:50:41,STABLE BEAMS,6500,10206.289,9885.854,38.0,HFET
302634:6191,112:112,09/12/17 01:51:04,STABLE BEAMS,6500,10197.012,9891.337,38.0,HFET
302634:6191,113:113,09/12/17 01:51:27,STABLE BEAMS,6500,10187.548,9879.902,38.0,HFET
302634:6191,114:114,09/12/17 01:51:51,STABLE BEAMS,6500,10190.146,9868.308,38.0,HFET
302634:6191,115:115,09/12/17 01:52:14,STABLE BEAMS,6500,10181.167,9875.609,37.9,HFET
302634:6191,116:116,09/12/17 01:52:37,STABLE BEAMS,6500,10175.692,9870.350,37.9,HFET
302634:6191,117:117,09/12/17 01:53:00,STABLE BEAMS,6500,10167.754,9863.700,37.9,HFET
302634:6191,118:118,09/12/17 01:53:24,STABLE BEAMS,6500,10159.212,9855.902,37.9,HFET
302634:6191,119:119,09/12/17 01:53:47,STABLE BEAMS,6500,10156.287,9838.204,37.8,HFET
302634:6191,120:120,09/12/17 01:54:10,STABLE BEAMS,6500,10149.123,9847.447,37.8,HFET
302634:6191,121:121,09/12/17 01:54:34,STABLE BEAMS,6500,10144.241,9841.519,37.8,HFET
302634:6191,122:122,09/12/17 01:54:57,STABLE BEAMS,6500,10139.635,9837.594,37.8,HFET
302634:6191,123:123,09/12/17 01:55:20,STABLE BEAMS,6500,10129.067,9827.638,37.7,HFET
302634:6191,124:124,09/12/17 01:55:44,STABLE BEAMS,6500,10125.187,9822.244,37.7,HFET
302634:6191,125:125,09/12/17 01:56:07,STABLE BEAMS,6500,10122.277,9816.851,37.7,HFET
302634:6191,126:126,09/12/17 01:56:30,STABLE BEAMS,6500,10094.373,9790.950,37.6,HFET
302634:6191,127:127,09/12/17 01:56:54,STABLE BEAMS,6500,10105.614,9800.521,37.7,HFET
302634:6191,128:128,09/12/17 01:57:17,STABLE BEAMS,6500,10091.677,9788.929,37.6,HFET
302634:6191,129:129,09/12/17 01:57:40,STABLE BEAMS,6500,10088.975,9786.295,37.6,HFET
302634:6191,130:130,09/12/17 01:58:03,STABLE BEAMS,6500,9699.611,9274.340,36.1,HFET
302634:6191,131:131,09/12/17 01:58:27,STABLE BEAMS,6500,9968.163,9515.628,37.1,HFET
302634:6191,132:132,09/12/17 01:58:50,STABLE BEAMS,6500,9885.383,9586.953,36.8,HFET
302634:6191,133:133,09/12/17 01:59:13,STABLE BEAMS,6500,9879.065,9580.318,36.8,HFET
302634:6191,134:134,09/12/17 01:59:37,STABLE BEAMS,6500,9874.470,9578.367,36.8,HFET
302634:6191,135:135,09/12/17 02:00:00,STABLE BEAMS,6500,9871.175,9575.666,36.8,HFET
302634:6191,136:136,09/12/17 02:00:23,STABLE BEAMS,6500,9864.435,9569.916,36.8,HFET
302634:6191,137:137,09/12/17 02:00:47,STABLE BEAMS,6500,9861.772,9562.381,36.7,HFET
302634:6191,138:138,09/12/17 02:01:10,STABLE BEAMS,6500,9859.856,9564.037,36.7,HFET
302634:6191,139:139,09/12/17 02:01:33,STABLE BEAMS,6500,9856.519,9562.316,36.7,HFET
302634:6191,140:140,09/12/17 02:01:57,STABLE BEAMS,6500,9841.744,9547.377,36.7,HFET
302634:6191,141:141,09/12/17 02:02:20,STABLE BEAMS,6500,9843.803,9550.217,36.7,HFET
302634:6191,142:142,09/12/17 02:02:43,STABLE BEAMS,6500,9904.354,9470.558,36.9,HFET
302634:6191,143:143,09/12/17 02:03:07,STABLE BEAMS,6500,9968.125,9669.238,37.1,HFET
302634:6191,144:144,09/12/17 02:03:30,STABLE BEAMS,6500,9961.503,9665.048,37.1,HFET
302634:6191,145:145,09/12/17 02:03:53,STABLE BEAMS,6500,9965.151,9668.358,37.1,HFET
302634:6191,146:146,09/12/17 02:04:16,STABLE BEAMS,6500,9971.600,9668.485,37.2,HFET
302634:6191,147:147,09/12/17 02:04:40,STABLE BEAMS,6500,9995.421,9697.947,37.2,HFET
302634:6191,148:148,09/12/17 02:05:03,STABLE BEAMS,6500,9986.483,9688.909,37.2,HFET
302634:6191,149:149,09/12/17 02:05:26,STABLE BEAMS,6500,9981.002,9685.009,37.2,HFET
302634:6191,150:150,09/12/17 02:05:50,STABLE BEAMS,6500,9975.806,9679.211,37.2,HFET
302634:6191,151:151,09/12/17 02:06:13,STABLE BEAMS,6500,9969.516,9659.689,37.2,HFET
302634:6191,152:152,09/12/17 02:06:36,STABLE BEAMS,6500,9962.277,9666.311,37.1,HFET
302634:6191,153:153,09/12/17 02:07:00,STABLE BEAMS,6500,9958.594,9663.343,37.1,HFET
302634:6191,154:154,09/12/17 02:07:23,STABLE BEAMS,6500,9952.732,9656.030,37.1,HFET
302634:6191,155:155,09/12/17 02:07:46,STABLE BEAMS,6500,9924.206,9631.263,37.0,HFET
302634:6191,156:156,09/12/17 02:08:10,STABLE BEAMS,6500,9949.185,9654.352,37.1,HFET
302634:6191,157:157,09/12/17 02:08:33,STABLE BEAMS,6500,9933.843,9639.693,37.0,HFET
302634:6191,158:158,09/12/17 02:08:56,STABLE BEAMS,6500,9927.843,9637.192,37.0,HFET
302634:6191,159:159,09/12/17 02:09:19,STABLE BEAMS,6500,9934.590,9368.706,37.0,HFET
302634:6191,160:160,09/12/17 02:09:43,STABLE BEAMS,6500,9913.944,9624.504,36.9,HFET
302634:6191,161:161,09/12/17 02:10:06,STABLE BEAMS,6500,9914.801,9626.623,36.9,HFET
302634:6191,162:162,09/12/17 02:10:29,STABLE BEAMS,6500,9903.167,9614.622,36.9,HFET
302634:6191,163:163,09/12/17 02:10:53,STABLE BEAMS,6500,9900.478,9611.879,36.9,HFET
302634:6191,164:164,09/12/17 02:11:16,STABLE BEAMS,6500,9897.324,9609.985,36.9,HFET
302634:6191,165:165,09/12/17 02:11:39,STABLE BEAMS,6500,9871.980,9585.799,36.8,HFET
302634:6191,166:166,09/12/17 02:12:03,STABLE BEAMS,6500,9890.817,9455.718,36.9,HFET
302634:6191,167:167,09/12/17 02:12:26,STABLE BEAMS,6500,9881.857,9591.657,36.8,HFET
302634:6191,168:168,09/12/17 02:12:49,STABLE BEAMS,6500,9878.269,9587.194,36.8,HFET
302634:6191,169:169,09/12/17 02:13:13,STABLE BEAMS,6500,9868.548,9579.097,36.8,HFET
302634:6191,170:170,09/12/17 02:13:36,STABLE BEAMS,6500,9866.298,9574.988,36.8,HFET
302634:6191,171:171,09/12/17 02:13:59,STABLE BEAMS,6500,9859.607,9569.025,36.7,HFET
302634:6191,172:172,09/12/17 02:14:23,STABLE BEAMS,6500,9859.463,9569.249,36.7,HFET
302634:6191,173:173,09/12/17 02:14:46,STABLE BEAMS,6500,9848.213,9411.742,36.7,HFET
302634:6191,174:174,09/12/17 02:15:09,STABLE BEAMS,6500,9839.769,9552.119,36.7,HFET
302634:6191,175:175,09/12/17 02:15:32,STABLE BEAMS,6500,9834.111,9546.848,36.6,HFET
302634:6191,176:176,09/12/17 02:15:56,STABLE BEAMS,6500,9827.159,9540.701,36.6,HFET
302634:6191,177:177,09/12/17 02:16:19,STABLE BEAMS,6500,9823.182,9534.530,36.6,HFET
302634:6191,178:178,09/12/17 02:16:42,STABLE BEAMS,6500,9789.899,9505.052,36.5,HFET
302634:6191,179:179,09/12/17 02:17:06,STABLE BEAMS,6500,9819.345,9534.497,36.6,HFET
302634:6191,180:180,09/12/17 02:17:29,STABLE BEAMS,6500,9799.995,9515.466,36.5,HFET
302634:6191,181:181,09/12/17 02:17:52,STABLE BEAMS,6500,9800.044,9514.451,36.5,HFET
302634:6191,182:182,09/12/17 02:18:16,STABLE BEAMS,6500,9790.490,9503.726,36.5,HFET
302634:6191,183:183,09/12/17 02:18:39,STABLE BEAMS,6500,9803.866,9515.286,36.5,HFET
302634:6191,184:184,09/12/17 02:19:02,STABLE BEAMS,6500,9775.076,9488.544,36.4,HFET
302634:6191,185:185,09/12/17 02:19:26,STABLE BEAMS,6500,9776.355,9355.367,36.4,HFET
302634:6191,186:186,09/12/17 02:19:49,STABLE BEAMS,6500,9769.262,9485.506,36.4,HFET
302634:6191,187:187,09/12/17 02:20:12,STABLE BEAMS,6500,9764.065,9479.532,36.4,HFET
302634:6191,188:188,09/12/17 02:20:36,STABLE BEAMS,6500,9717.620,9436.229,36.2,HFET
302634:6191,189:189,09/12/17 02:20:59,STABLE BEAMS,6500,9757.059,9326.529,36.4,HFET
302634:6191,190:190,09/12/17 02:21:22,STABLE BEAMS,6500,9744.835,9461.740,36.3,HFET
302634:6191,191:191,09/12/17 02:21:45,STABLE BEAMS,6500,9739.243,9458.023,36.3,HFET
302634:6191,192:192,09/12/17 02:22:09,STABLE BEAMS,6500,9732.733,9452.517,36.3,HFET
302634:6191,193:193,09/12/17 02:22:32,STABLE BEAMS,6500,9725.146,9443.185,36.2,HFET
302634:6191,194:194,09/12/17 02:22:55,STABLE BEAMS,6500,9720.220,9440.096,36.2,HFET
302634:6191,195:195,09/12/17 02:23:19,STABLE BEAMS,6500,9713.538,9433.550,36.2,HFET
302634:6191,196:196,09/12/17 02:23:42,STABLE BEAMS,6500,9708.182,9429.068,36.2,HFET
302634:6191,197:197,09/12/17 02:24:05,STABLE BEAMS,6500,9715.995,9434.895,36.2,HFET
302634:6191,198:198,09/12/17 02:24:29,STABLE BEAMS,6500,9686.735,9408.094,36.1,HFET
302634:6191,199:199,09/12/17 02:24:52,STABLE BEAMS,6500,9685.316,9407.775,36.1,HFET
302634:6191,200:200,09/12/17 02:25:15,STABLE BEAMS,6500,9685.027,4609.100,36.1,HFET
302634:6191,201:201,09/12/17 02:25:39,STABLE BEAMS,6500,9685.182,4281.682,36.1,HFET
302634:6191,202:202,09/12/17 02:26:02,STABLE BEAMS,6500,9680.370,9402.629,36.1,HFET
302634:6191,203:203,09/12/17 02:26:25,STABLE BEAMS,6500,9666.027,9389.563,36.0,HFET
302634:6191,204:204,09/12/17 02:26:49,STABLE BEAMS,6500,9642.322,9365.668,35.9,HFET
302634:6191,205:205,09/12/17 02:27:12,STABLE BEAMS,6500,9650.437,9376.442,36.0,HFET
302634:6191,206:206,09/12/17 02:27:35,STABLE BEAMS,6500,9639.039,9365.157,35.9,HFET
302634:6191,207:207,09/12/17 02:27:58,STABLE BEAMS,6500,9637.081,9362.522,35.9,HFET
302634:6191,208:208,09/12/17 02:28:22,STABLE BEAMS,6500,9565.561,9294.567,35.6,HFET
302634:6191,209:209,09/12/17 02:28:45,STABLE BEAMS,6500,9442.519,9176.008,35.2,HFET
302634:6191,210:210,09/12/17 02:29:08,STABLE BEAMS,6500,9298.098,9039.761,34.6,HFET
302634:6191,211:211,09/12/17 02:29:32,STABLE BEAMS,6500,8899.098,8658.210,33.2,HFET
302634:6191,212:212,09/12/17 02:29:55,STABLE BEAMS,6500,9308.374,9043.635,34.7,HFET
302634:6191,213:213,09/12/17 02:30:18,STABLE BEAMS,6500,9614.188,9340.734,35.8,HFET
302634:6191,214:214,09/12/17 02:30:42,STABLE BEAMS,6500,9610.076,9204.242,35.8,HFET
302634:6191,215:215,09/12/17 02:31:05,STABLE BEAMS,6500,9604.656,9332.165,35.8,HFET
302634:6191,216:216,09/12/17 02:31:28,STABLE BEAMS,6500,9642.432,9368.135,35.9,HFET
302634:6191,217:217,09/12/17 02:31:52,STABLE BEAMS,6500,9647.609,9373.319,36.0,HFET
302634:6191,218:218,09/12/17 02:32:15,STABLE BEAMS,6500,9637.994,9363.430,35.9,HFET
302634:6191,219:219,09/12/17 02:32:38,STABLE BEAMS,6500,9629.470,9357.200,35.9,HFET
302634:6191,220:220,09/12/17 02:33:01,STABLE BEAMS,6500,9634.046,9360.518,35.9,HFET
302634:6191,221:221,09/12/17 02:33:25,STABLE BEAMS,6500,9629.635,9356.839,35.9,HFET
302634:6191,222:222,09/12/17 02:33:48,STABLE BEAMS,6500,9624.589,9351.853,35.9,HFET
302634:6191,223:223,09/12/17 02:34:11,STABLE BEAMS,6500,9622.715,9349.497,35.9,HFET
302634:6191,224:224,09/12/17 02:34:35,STABLE BEAMS,6500,9617.385,8413.667,35.8,HFET
302634:6191,225:225,09/12/17 02:34:58,STABLE BEAMS,6500,9605.783,4579.874,35.8,HFET
302634:6191,226:226,09/12/17 02:35:21,STABLE BEAMS,6500,9602.568,9329.891,35.8,HFET
302634:6191,227:227,09/12/17 02:35:45,STABLE BEAMS,6500,9598.309,9326.337,35.8,HFET
302634:6191,228:228,09/12/17 02:36:08,STABLE BEAMS,6500,9593.239,9319.720,35.7,HFET
302634:6191,229:229,09/12/17 02:36:31,STABLE BEAMS,6500,9588.012,9316.138,35.7,HFET
302634:6191,230:230,09/12/17 02:36:55,STABLE BEAMS,6500,9582.629,9310.020,35.7,HFET
302634:6191,231:231,09/12/17 02:37:18,STABLE BEAMS,6500,9577.567,9306.916,35.7,HFET
302634:6191,232:232,09/12/17 02:37:41,STABLE BEAMS,6500,9571.786,9300.108,35.7,HFET
302634:6191,233:233,09/12/17 02:38:05,STABLE BEAMS,6500,9568.059,9030.337,35.7,HFET
302634:6191,234:234,09/12/17 02:38:28,STABLE BEAMS,6500,9564.076,9293.513,35.6,HFET
302634:6191,235:235,09/12/17 02:38:51,STABLE BEAMS,6500,9561.104,9289.721,35.6,HFET
302634:6191,236:236,09/12/17 02:39:14,STABLE BEAMS,6500,9552.118,9281.744,35.6,HFET
302634:6191,237:237,09/12/17 02:39:38,STABLE BEAMS,6500,9549.374,9265.552,35.6,HFET
302634:6191,238:238,09/12/17 02:40:01,STABLE BEAMS,6500,9544.829,9140.955,35.6,HFET
302634:6191,239:239,09/12/17 02:40:24,STABLE BEAMS,6500,9549.747,9280.325,35.6,HFET
302634:6191,240:240,09/12/17 02:40:48,STABLE BEAMS,6500,9536.135,9135.271,35.5,HFET
302634:6191,241:241,09/12/17 02:41:11,STABLE BEAMS,6500,9529.392,9259.933,35.5,HFET
302634:6191,242:242,09/12/17 02:41:34,STABLE BEAMS,6500,9525.139,9255.608,35.5,HFET
302634:6191,243:243,09/12/17 02:41:58,STABLE BEAMS,6500,9518.133,9235.185,35.5,HFET
302634:6191,244:244,09/12/17 02:42:21,STABLE BEAMS,6500,9514.903,9245.986,35.5,HFET
302634:6191,245:245,09/12/17 02:42:44,STABLE BEAMS,6500,9511.571,9228.222,35.4,HFET
302634:6191,246:246,09/12/17 02:43:08,STABLE BEAMS,6500,9507.314,9236.947,35.4,HFET
302634:6191,247:247,09/12/17 02:43:31,STABLE BEAMS,6500,9499.549,9230.629,35.4,HFET
302634:6191,248:248,09/12/17 02:43:54,STABLE BEAMS,6500,9494.768,9226.858,35.4,HFET
302634:6191,249:249,09/12/17 02:44:17,STABLE BEAMS,6500,9490.130,9221.205,35.4,HFET
302634:6191,250:250,09/12/17 02:44:41,STABLE BEAMS,6500,9486.512,9218.350,35.4,HFET
302634:6191,251:251,09/12/17 02:45:04,STABLE BEAMS,6500,9479.758,9211.338,35.3,HFET
302634:6191,252:252,09/12/17 02:45:27,STABLE BEAMS,6500,9477.060,9208.421,35.3,HFET
302634:6191,253:253,09/12/17 02:45:51,STABLE BEAMS,6500,9471.942,9203.663,35.3,HFET
302634:6191,254:254,09/12/17 02:46:14,STABLE BEAMS,6500,9470.184,9204.649,35.3,HFET
302634:6191,255:255,09/12/17 02:46:37,STABLE BEAMS,6500,9425.610,9161.695,35.1,HFET
302634:6191,256:256,09/12/17 02:47:01,STABLE BEAMS,6500,9407.949,9014.045,35.1,HFET
302634:6191,257:257,09/12/17 02:47:24,STABLE BEAMS,6500,9411.772,9143.014,35.1,HFET
302634:6191,258:258,09/12/17 02:47:47,STABLE BEAMS,6500,9411.903,9147.726,35.1,HFET
302634:6191,259:259,09/12/17 02:48:11,STABLE BEAMS,6500,9407.840,9131.135,35.1,HFET
302634:6191,260:260,09/12/17 02:48:34,STABLE BEAMS,6500,9400.909,9138.365,35.0,HFET
302634:6191,261:261,09/12/17 02:48:57,STABLE BEAMS,6500,9400.962,9137.923,35.0,HFET
302634:6191,262:262,09/12/17 02:49:21,STABLE BEAMS,6500,9392.696,9128.520,35.0,HFET
302634:6191,263:263,09/12/17 02:49:44,STABLE BEAMS,6500,9390.545,9127.281,35.0,HFET
302634:6191,264:264,09/12/17 02:50:07,STABLE BEAMS,6500,9383.696,9120.900,35.0,HFET
302634:6191,265:265,09/12/17 02:50:30,STABLE BEAMS,6500,9380.526,9117.212,35.0,HFET
302634:6191,266:266,09/12/17 02:50:54,STABLE BEAMS,6500,9374.022,8981.633,34.9,HFET
302634:6191,267:267,09/12/17 02:51:17,STABLE BEAMS,6500,9371.381,9109.331,34.9,HFET
302634:6191,268:268,09/12/17 02:51:40,STABLE BEAMS,6500,9366.891,9106.204,34.9,HFET
302634:6191,269:269,09/12/17 02:52:04,STABLE BEAMS,6500,9359.935,9084.255,34.9,HFET
302634:6191,270:270,09/12/17 02:52:27,STABLE BEAMS,6500,9352.408,9090.429,34.9,HFET
302634:6191,271:271,09/12/17 02:52:50,STABLE BEAMS,6500,9349.587,9086.318,34.8,HFET
302634:6191,272:272,09/12/17 02:53:14,STABLE BEAMS,6500,9344.411,9082.319,34.8,HFET
302634:6191,273:273,09/12/17 02:53:37,STABLE BEAMS,6500,9341.483,9080.697,34.8,HFET
302634:6191,274:274,09/12/17 02:54:00,STABLE BEAMS,6500,9337.163,9077.199,34.8,HFET
302634:6191,275:275,09/12/17 02:54:24,STABLE BEAMS,6500,9334.572,9075.721,34.8,HFET
302634:6191,276:276,09/12/17 02:54:47,STABLE BEAMS,6500,9332.518,9072.718,34.8,HFET
302634:6191,277:277,09/12/17 02:55:10,STABLE BEAMS,6500,9327.728,9069.768,34.8,HFET
302634:6191,278:278,09/12/17 02:55:33,STABLE BEAMS,6500,9325.075,9065.419,34.7,HFET
302634:6191,279:279,09/12/17 02:55:57,STABLE BEAMS,6500,9318.444,9060.291,34.7,HFET
302634:6191,280:280,09/12/17 02:56:20,STABLE BEAMS,6500,9315.400,9056.329,34.7,HFET
302634:6191,281:281,09/12/17 02:56:43,STABLE BEAMS,6500,9310.030,9051.903,34.7,HFET
302634:6191,282:282,09/12/17 02:57:07,STABLE BEAMS,6500,9301.743,8913.757,34.7,HFET
302634:6191,283:283,09/12/17 02:57:30,STABLE BEAMS,6500,9298.370,9040.769,34.6,HFET
302634:6191,284:284,09/12/17 02:57:53,STABLE BEAMS,6500,9294.396,9036.694,34.6,HFET
302634:6191,285:285,09/12/17 02:58:17,STABLE BEAMS,6500,9291.961,9033.234,34.6,HFET
302634:6191,286:286,09/12/17 02:58:40,STABLE BEAMS,6500,9288.555,9030.667,34.6,HFET
