#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
297179:5848,23:23,06/20/17 07:18:11,STABLE BEAMS,6500,4817.010,4743.084,19.8,HFET
297179:5848,24:24,06/20/17 07:18:34,STABLE BEAMS,6500,4814.159,4742.394,19.8,HFET
297179:5848,25:25,06/20/17 07:18:57,STABLE BEAMS,6500,4807.793,4746.214,19.8,HFET
297179:5848,26:26,06/20/17 07:19:21,STABLE BEAMS,6500,4813.076,4750.281,19.8,HFET
297179:5848,27:27,06/20/17 07:19:44,STABLE BEAMS,6500,4811.126,4747.252,19.8,HFET
297179:5848,28:28,06/20/17 07:20:07,STABLE BEAMS,6500,4806.463,4743.931,19.8,HFET
297179:5848,29:29,06/20/17 07:20:30,STABLE BEAMS,6500,4805.031,4746.846,19.8,HFET
297179:5848,30:30,06/20/17 07:20:54,STABLE BEAMS,6500,4803.266,4734.000,19.8,HFET
297179:5848,31:31,06/20/17 07:21:17,STABLE BEAMS,6500,4800.839,4649.830,19.8,HFET
297179:5848,32:32,06/20/17 07:21:40,STABLE BEAMS,6500,4799.571,4687.130,19.8,HFET
297179:5848,33:33,06/20/17 07:22:04,STABLE BEAMS,6500,4797.473,4729.406,19.7,HFET
297179:5848,34:34,06/20/17 07:22:27,STABLE BEAMS,6500,4795.361,4733.032,19.7,HFET
297179:5848,35:35,06/20/17 07:22:50,STABLE BEAMS,6500,4793.971,4729.465,19.7,HFET
297179:5848,36:36,06/20/17 07:23:14,STABLE BEAMS,6500,4792.193,4638.142,19.7,HFET
297179:5848,37:37,06/20/17 07:23:37,STABLE BEAMS,6500,4790.138,4735.315,19.7,HFET
297179:5848,38:38,06/20/17 07:24:00,STABLE BEAMS,6500,4788.046,4655.098,19.7,HFET
297179:5848,39:39,06/20/17 07:24:23,STABLE BEAMS,6500,4785.991,4731.478,19.7,HFET
297179:5848,40:40,06/20/17 07:24:47,STABLE BEAMS,6500,4784.168,4726.466,19.7,HFET
297179:5848,41:41,06/20/17 07:25:10,STABLE BEAMS,6500,4780.670,4658.786,19.7,HFET
297179:5848,42:42,06/20/17 07:25:33,STABLE BEAMS,6500,4780.754,4716.494,19.7,HFET
297179:5848,43:43,06/20/17 07:25:57,STABLE BEAMS,6500,4781.500,4726.086,19.7,HFET
297179:5848,44:44,06/20/17 07:26:20,STABLE BEAMS,6500,4777.826,4726.731,19.7,HFET
297179:5848,45:45,06/20/17 07:26:43,STABLE BEAMS,6500,4776.650,4725.812,19.7,HFET
297179:5848,46:46,06/20/17 07:27:07,STABLE BEAMS,6500,4775.157,4653.797,19.7,HFET
297179:5848,47:47,06/20/17 07:27:30,STABLE BEAMS,6500,4772.105,4715.661,19.6,HFET
297179:5848,48:48,06/20/17 07:27:53,STABLE BEAMS,6500,4769.816,4717.657,19.6,HFET
297179:5848,49:49,06/20/17 07:28:17,STABLE BEAMS,6500,4768.764,2603.864,19.6,HFET
297179:5848,50:50,06/20/17 07:28:40,STABLE BEAMS,6500,4766.555,4256.541,19.6,HFET
297179:5848,51:51,06/20/17 07:29:03,STABLE BEAMS,6500,4765.349,4706.989,19.6,HFET
297179:5848,52:52,06/20/17 07:29:26,STABLE BEAMS,6500,4764.654,4709.667,19.6,HFET
297179:5848,53:53,06/20/17 07:29:50,STABLE BEAMS,6500,4764.598,4712.728,19.6,HFET
297179:5848,54:54,06/20/17 07:30:13,STABLE BEAMS,6500,4762.299,4713.922,19.6,HFET
297179:5848,55:55,06/20/17 07:30:36,STABLE BEAMS,6500,4759.043,4710.713,19.6,HFET
297179:5848,56:56,06/20/17 07:31:00,STABLE BEAMS,6500,4757.559,4701.569,19.6,HFET
297179:5848,57:57,06/20/17 07:31:23,STABLE BEAMS,6500,4756.149,4704.577,19.6,HFET
297179:5848,58:58,06/20/17 07:31:46,STABLE BEAMS,6500,4754.132,4708.121,19.6,HFET
297179:5848,59:59,06/20/17 07:32:10,STABLE BEAMS,6500,4753.019,4649.910,19.6,HFET
297179:5848,60:60,06/20/17 07:32:33,STABLE BEAMS,6500,4746.873,4695.534,19.5,HFET
297179:5848,61:61,06/20/17 07:32:56,STABLE BEAMS,6500,4748.509,4701.371,19.5,HFET
297179:5848,62:62,06/20/17 07:33:20,STABLE BEAMS,6500,4749.147,4698.707,19.6,HFET
297179:5848,63:63,06/20/17 07:33:43,STABLE BEAMS,6500,4744.187,4692.831,19.5,HFET
297179:5848,64:64,06/20/17 07:34:06,STABLE BEAMS,6500,4742.428,4694.284,19.5,HFET
297179:5848,65:65,06/20/17 07:34:30,STABLE BEAMS,6500,4740.875,4624.930,19.5,HFET
297179:5848,66:66,06/20/17 07:34:53,STABLE BEAMS,6500,4738.856,4674.450,19.5,HFET
297179:5848,67:67,06/20/17 07:35:16,STABLE BEAMS,6500,4734.097,4686.159,19.5,HFET
297179:5848,68:68,06/20/17 07:35:40,STABLE BEAMS,6500,4734.534,4627.295,19.5,HFET
297179:5848,69:69,06/20/17 07:36:03,STABLE BEAMS,6500,4732.684,4619.557,19.5,HFET
297179:5848,70:70,06/20/17 07:36:26,STABLE BEAMS,6500,4734.027,4686.012,19.5,HFET
297179:5848,71:71,06/20/17 07:36:49,STABLE BEAMS,6500,4728.564,4678.311,19.5,HFET
297179:5848,72:72,06/20/17 07:37:13,STABLE BEAMS,6500,4727.103,4679.216,19.5,HFET
297179:5848,73:73,06/20/17 07:37:36,STABLE BEAMS,6500,4725.511,4677.691,19.5,HFET
297179:5848,74:74,06/20/17 07:37:59,STABLE BEAMS,6500,4723.818,4670.595,19.4,HFET
297179:5848,75:75,06/20/17 07:38:23,STABLE BEAMS,6500,4720.272,4671.349,19.4,HFET
297179:5848,76:76,06/20/17 07:38:46,STABLE BEAMS,6500,4718.602,4672.951,19.4,HFET
297179:5848,77:77,06/20/17 07:39:09,STABLE BEAMS,6500,4720.799,4669.661,19.4,HFET
297179:5848,78:78,06/20/17 07:39:33,STABLE BEAMS,6500,4717.757,4555.148,19.4,HFET
297179:5848,79:79,06/20/17 07:39:56,STABLE BEAMS,6500,4715.064,4664.040,19.4,HFET
297179:5848,80:80,06/20/17 07:40:19,STABLE BEAMS,6500,4713.817,4667.208,19.4,HFET
297179:5848,81:81,06/20/17 07:40:43,STABLE BEAMS,6500,4712.264,4558.543,19.4,HFET
297179:5848,82:82,06/20/17 07:41:06,STABLE BEAMS,6500,4707.060,4657.058,19.4,HFET
297179:5848,83:83,06/20/17 07:41:29,STABLE BEAMS,6500,4711.097,4659.979,19.4,HFET
297179:5848,84:84,06/20/17 07:41:53,STABLE BEAMS,6500,4708.390,4662.782,19.4,HFET
297179:5848,85:85,06/20/17 07:42:16,STABLE BEAMS,6500,4707.718,4662.097,19.4,HFET
297179:5848,86:86,06/20/17 07:42:39,STABLE BEAMS,6500,4703.341,4653.611,19.4,HFET
297179:5848,87:87,06/20/17 07:43:02,STABLE BEAMS,6500,4702.101,4656.768,19.4,HFET
297179:5848,88:88,06/20/17 07:43:26,STABLE BEAMS,6500,4699.863,4652.509,19.3,HFET
297179:5848,89:89,06/20/17 07:43:49,STABLE BEAMS,6500,4694.623,4647.236,19.3,HFET
297179:5848,90:90,06/20/17 07:44:12,STABLE BEAMS,6500,4695.611,4646.043,19.3,HFET
297179:5848,91:91,06/20/17 07:44:36,STABLE BEAMS,6500,4695.548,4650.344,19.3,HFET
297179:5848,92:92,06/20/17 07:44:59,STABLE BEAMS,6500,4694.303,4172.860,19.3,HFET
297179:5848,93:93,06/20/17 07:45:22,STABLE BEAMS,6500,4690.894,0.000,19.3,HFET
297179:5848,94:0,06/20/17 07:45:46,STABLE BEAMS,6500,4688.713,0.000,19.3,HFET
297179:5848,95:0,06/20/17 07:46:09,STABLE BEAMS,6500,4684.084,0.000,19.3,HFET
297179:5848,96:0,06/20/17 07:46:32,STABLE BEAMS,6500,4685.247,0.000,19.3,HFET
297179:5848,97:0,06/20/17 07:46:56,STABLE BEAMS,6500,4683.972,0.000,19.3,HFET
297179:5848,98:0,06/20/17 07:47:19,STABLE BEAMS,6500,4684.026,0.000,19.3,HFET
297179:5848,99:0,06/20/17 07:47:42,STABLE BEAMS,6500,4680.454,0.000,19.3,HFET
297179:5848,100:0,06/20/17 07:48:05,STABLE BEAMS,6500,4675.990,0.000,19.2,HFET
297179:5848,101:0,06/20/17 07:48:29,STABLE BEAMS,6500,4675.655,0.000,19.2,HFET
297179:5848,102:0,06/20/17 07:48:52,STABLE BEAMS,6500,4675.397,0.000,19.2,HFET
297179:5848,103:0,06/20/17 07:49:15,STABLE BEAMS,6500,4669.342,0.000,19.2,HFET
297179:5848,104:0,06/20/17 07:49:39,STABLE BEAMS,6500,4675.025,0.000,19.2,HFET
#Summary:
#nfill,nrun,nls,ncms,totdelivered(hz/ub),totrecorded(hz/ub)
#1,1,104,93,494547.046,410076.430
