"297180","2017-06-20 07:49:31.375409","YB0_S1","19988","9491","28275","32814","5232","2529","943","1359","23039"
"297180","2017-06-20 07:49:31.375409","YB0_S2","29153","11913","35871","28770","5567","2566","1009","1722","22403"
"297180","2017-06-20 07:49:31.375409","YB0_S3","26338","12190","5763","22726","5483","2568","972","2338","23039"
"297180","2017-06-20 07:49:31.375409","YB0_S4","27289","11913","5861","16830","5646","2629","1044","2052","2181"
"297180","2017-06-20 07:49:31.375409","YB0_S5","46326","12813","5327","51025","5729","2587","993","2491","23039"
"297180","2017-06-20 07:49:31.375409","YB0_S6","27484","21757","4665","37753","5328","2541","1018","1859","23039"
"297180","2017-06-20 07:49:31.375409","YB0_S7","19595","14261","4326","39643","5068","2445","991","1372","23010"
"297180","2017-06-20 07:49:31.375409","YB0_S8","20781","14386","36577","33751","5472","2551","1036","947","45926"
"297180","2017-06-20 07:49:31.375409","YB0_S9","26901","11745","3931","3853","5607","2589","993","257","23039"
"297180","2017-06-20 07:49:31.375409","YB0_S10","25607","10793","4366","5626","5565","2549","982","369","288"
"297180","2017-06-20 07:49:31.375409","YB0_S11","34169","13904","17177","36620","5578","2754","1037","283","17965"
"297180","2017-06-20 07:49:31.375409","YB0_S12","27350","36557","31969","30769","5546","2368","983","954","0"
"297180","2017-06-20 07:49:31.375409","YB+1_S1","57202","18882","14535","18520","7257","2960","1178","1768","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S2","15482","22027","9326","50393","7745","3034","1154","2197","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S3","14528","22055","6617","3862","7998","3023","1223","2630","9688"
"297180","2017-06-20 07:49:31.375409","YB+1_S4","7178","52564","5761","55146","6713","2620","817","2095","2084"
"297180","2017-06-20 07:49:31.375409","YB+1_S5","17154","24874","6037","16746","7803","2989","1208","2737","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S6","64313","21431","12235","49118","7567","2981","1055","2202","54462"
"297180","2017-06-20 07:49:31.375409","YB+1_S7","61867","17554","4974","22793","7408","2922","1132","1712","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S8","13853","32792","6978","54589","7914","2960","1105","1226","0"
"297180","2017-06-20 07:49:31.375409","YB+1_S9","17039","21663","3152","7592","7838","3041","1171","323","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S10","23683","23284","5635","7131","7777","3067","1195","373","373"
"297180","2017-06-20 07:49:31.375409","YB+1_S11","12089","22239","5576","3697","7926","2998","1159","338","23039"
"297180","2017-06-20 07:49:31.375409","YB+1_S12","9926","16086","6177","45967","7799","2873","1102","1296","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S1","35092","50900","13613","32008","21788","4316","988","2173","0"
"297180","2017-06-20 07:49:31.375409","YB+2_S2","61438","47708","12107","17858","21512","4084","991","3019","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S3","52245","60129","10131","9755","22399","4290","1104","3222","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S4","58503","47743","10322","51803","21904","4212","1101","1544","1541"
"297180","2017-06-20 07:49:31.375409","YB+2_S5","58346","37350","12383","24055","22650","4255","878","3220","16299"
"297180","2017-06-20 07:49:31.375409","YB+2_S6","1550","47901","10180","48962","22181","4077","1006","3037","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S7","1256","10492","7478","60099","22903","4423","1082","2179","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S8","50019","31960","11367","50279","21181","4225","973","1572","59"
"297180","2017-06-20 07:49:31.375409","YB+2_S9","3403","32517","8611","8038","21234","4074","1001","327","23034"
"297180","2017-06-20 07:49:31.375409","YB+2_S10","55194","43874","7538","10090","20537","4068","1020","402","366"
"297180","2017-06-20 07:49:31.375409","YB+2_S11","1899","51602","57748","14948","20832","4175","963","366","23039"
"297180","2017-06-20 07:49:31.375409","YB+2_S12","5210","64675","3438","8703","20573","4083","1012","1508","8243"
"297180","2017-06-20 07:49:31.375409","YB-1_S1","9722","19471","6629","42298","7349","2934","1178","1625","23039"
"297180","2017-06-20 07:49:31.375409","YB-1_S2","19640","20590","5054","45263","7566","2851","1069","1973","23039"
"297180","2017-06-20 07:49:31.375409","YB-1_S3","6360","18633","5235","10386","6539","2571","1037","2293","23039"
"297180","2017-06-20 07:49:31.375409","YB-1_S4","60732","53276","13154","28295","7687","2937","1134","2393","2436"
